headword_as_printed	expanded_form	pos	glosses	source_page	scan_url	bucket
Քոչինչին			Cochin China.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քոռնէյլ			Corneille.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Քորեբ			Oreb.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քորսիքա			Corsica.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քորֆու			Corfu.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քուպա			Cuba.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քուրլանտիա			Courland.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քուրտիստան			Koordistan.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քսաւեր, -իոս			Xavier, Xaverius.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Քրաքովիա			Cracovia.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քրիսիպպոս			Chrysippus.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Քրիստիանիա			Christiania.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քրիստինէ		f.	Christina, Christiana.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Քրոմուէլ			Cromwell.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Քօրէճճիոյ			Correggio.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Օթոն			Otho.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Օտեսսա			Odessa.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Օքսենտիոս			Auxence, Auxentius.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Օքսֆորտ			Oxford.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Ֆանի		f.	Fanny, Fan.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆարէնհայդ			Fahrenheit.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆաւստինա				dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆերտինանտ, -ոս			Ferdinand.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆէրրարա			Ferrara.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Ֆիլոմենա		f.	Filomena.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆիմի		f.	Euphemia.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆիրտուսի			Firdoucy.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆլանտրա			Flanders.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Ֆլէշիէ			Fléchier.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆլէօրի			Fleury.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆլորենցիա				dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆռանքֆորդ			Frankfort.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Ֆռիպուրկ			Freyburg; Friburg.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Ֆրանչիսկոս			&c.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆրանքլին			Franklin.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ֆօտինէ		f.	Photina.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Հերակլ, –էս			Heraclius.	dict-805.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf400.jpg	appendix
*Աղէթափ		a.	bursten; hernious; ruptured.; bursten, hernious, ruptured.	dict-045.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf20.jpg	body
*Առաջնորդարան		s.	residence of a prelate, - presbyter or ordinary.	dict-093.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf44.jpg	body
*Բանդակ		s.	jelly.	dict-125.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf60.jpg	body
*Բացառական		s. gr.	ablative.	dict-132.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf64.jpg	body
*Թաղաթափ		a.	unveiled (female); unveiled (female).	dict-246.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf121.jpg	body
*Թթխմոր		s.	leaven,	dict-256.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf126.jpg	body
*Թթուարաշ				dict-256.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf126.jpg	body
*Թոկ		s.	cord.	dict-261.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf128.jpg	body
*Թրթռիչ				dict-265.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf130.jpg	body
*Թրմնջամ				dict-265.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf130.jpg	body
*Լուսնկայ		S.		dict-299.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf147.jpg	body
*Խատեակ		s.	or -տեկ s. fine strong	dict-310.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf153.jpg	body
*Ծիրիխտայ				dict-345.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf170.jpg	body
*Ծլուլ		s.	snivel, snot.	dict-345.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf170.jpg	body
*Ծխերդիք		s.	chimney.	dict-345.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf170.jpg	body
*Ծուկամ		vn.	to be obstinate.	dict-350.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf173.jpg	body
*Ծուփ		s.	fluctuation; undulation; wave; billow; surge; fig. agitation; trouble; vacillation; wavering; care; anxiety; torment; examination; question; large earthen pot.	dict-350.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf173.jpg	body
*Կաղտիկ		s.	pruning-axe.	dict-355.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf175.jpg	body
*Կապգլուխ		s.	hock of a ham; tied extremities of sausages.	dict-361.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf178.jpg	body
*Կեռլիկ		s.	bucket.	dict-376.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf186.jpg	body
*Կիճ		s.	sting of a bee.	dict-379.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf187.jpg	body
*Կրակուռոց		a.	fiery, ardent, lively, sprightly, brisk, spirited, high-mettled, active. [flavoured.	dict-397.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf196.jpg	body
*Հօտեմ				dict-458.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf227.jpg	body
*Ձիմէլք		s.	snow-blindness.	dict-466.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf231.jpg	body
*Մամուկ				dict-483.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf239.jpg	body
*Շարուած		s.	the setting in order, arranging; marshalling.; the setting in order, arranging; marshalling.	dict-579.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf287.jpg	body
*Շաւառ		s.	violin; guitar; violin; guitar	dict-579.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf287.jpg	body
*Շուռւ		s. mus.	pipe, reed, willow-reed.	dict-587.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf291.jpg	body
*Ողջնութիւն		s.	health, toast.	dict-595.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf295.jpg	body
*Չիշխան		s.	green withe; bot. knec-holly, butcher's-broom.; bot. knee-holly, butcher's-broom.	dict-620.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
*Պոպոկ		s.	walnut-husk	dict-650.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
*Պռունկ		s.	muzzle, snout.	dict-651.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
*Պտրտուկ		s.	gig, whipping-top.	dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
*Պտրտուր		s.	sheep's dung.	dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
*Պօզ, –լախ				dict-653.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
*Պօտիղ		s.	large louse full of blood; large louse full of blood.	dict-653.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
*Ջախվ		s.	s. bier, coffin.	dict-654.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf325.jpg	body
*Ջրհորդան		s.	gutter; conduit.; gutter, conduit.	dict-659.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf327.jpg	body
*Ջրորդան		s.	gutter.	dict-659.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf327.jpg	body
*Ջրպանա				dict-659.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf327.jpg	body
*Ջրփշեմ		va.	to sprinkle, to spurt water over with the mouth.	dict-659.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf327.jpg	body
*Սարդեմ		va.	to make ready.	dict-669.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf332.jpg	body
*Սարդոյ				dict-669.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf332.jpg	body
*Սլէխ		s.	arms, armour.	dict-677.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf336.jpg	body
*Սնկուալ or արք		s.	tandour-eye, stove-eye.	dict-679.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf337.jpg	body
*Սոթոտեմ		va.	to turn or tuck up.	dict-680.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf338.jpg	body
*Վատուժ		a.	a. weak, debilitated; thin, emaciated, spare, meagre, slender.; thin, emaciated, spare, meagre, slender.	dict-703.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf349.jpg	body
*Տապզէ		a.	unchaste, lewd	dict-725.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf360.jpg	body
*Տապղեբ		s.	carpenter's plane	dict-725.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf360.jpg	body
*Տատա		s.	daddy, dad, papa.	dict-726.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf361.jpg	body
*Փարտիչ		s.	oven-cloth or broom.	dict-760.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf378.jpg	body
*Փոշիլ				dict-763.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf379.jpg	body
*Քեռեկկին		sf.	maternal uncle's wife.	dict-782.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf389.jpg	body
*Քիւք			under cover, sheltered	dict-784.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf390.jpg	body
*–իմ				dict-763.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf379.jpg	body
Դիւցաբան , etc.		etc. S.	S. Դիցաբան , etc.	dict-181.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf88.jpg	body
~հոգակ				dict-534.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf265.jpg	body
Աբդլմսեհ			Abdulmeseh.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աբեդնագով			Abed-nego.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աբիբաս			Abibas.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աբիգեա		f.	Abigail.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աբիկ		f.	Avice.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աբիմելեք			Abimelech.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աբիոս			Abia, -h.; -h.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աբիրօն			Abiron.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աբիւդենոս			Abydene.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ագապի		f.	Agapy.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ագենովր			Agenor.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ագիս, Ագիտոս			Agis.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ագիս, Ագիտոս			Agis.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ագոնց Գիւվէր (Գեր. Ստ.)			Akontz [Köver.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ագրիկողա			Agricola.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ագրիպպինա		f.	Agrippina.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ադդէ			Addey.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ադոկտոս			Adoctus.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ադոնիբեզեկ			Adonibesech.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ադրամելեք			Adrammelech.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ազգադղրդ		a.	who shakes, overthrows, upsets the nation.	dict-037.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf16.jpg	body
Ազգատ առնել		va.	to extirpate a family or race.; to extirpate a fa-	dict-037.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf16.jpg	body
Ազդու		a.	efficacious, strong, energetic, penetrative; pathetic, expressive, emphatic, significative; active, vehement, spirituous, violent.	dict-038.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf17.jpg	body
Աթանասիա		f.	Athanasia.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աթենագորաս			Athenagoras.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Աթենոդոր			Athenodorus.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
Ալապաստր		s.	alabaster.	dict-038.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf17.jpg	body
Ալբինա		f.	Albina.	dict-799.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf397.jpg	body
