headword_as_printed	expanded_form	pos	glosses	source_page	scan_url	bucket
Աբանդ			Abande	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աբդերա			Abdera	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աբիւդոս			Abydos	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աբրահամեանք			Descendants or followers of Abraham	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ագուլիս			Akoolis	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ագրականդ			Agrigentum	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ադրիա			Adria; Hadria	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ադրիական			the Adriatic	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ադրիանուպօլիս			Adrianople	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աթենացի			Athenian	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աթէնք			Athens	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աթոս			Athos	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աժտէրխան			Astrakhan	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ալաման			Germany; Deutschland	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ալանք			Alani	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ալզաս			Alsatia	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ալիս			Halys	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ալճէրի			Algiers	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ալպանիա			Albania; Arnaootleek	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ալպեան			Alpian	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ալպիոն			Albion	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ախերոն				dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ախուրեան			Akhoorian	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ակառնանիա			Acarnania	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ակոռի			Agory	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ակուիտանիա			Aquitain	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աղափ			Asoph	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աղբակ			Albach	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աղեքսանդրիա			Alexandria	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աղթամար			Aghthamar	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աղիկառնիա			Halicarnassus	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աղձնիք			Alznick; Alznia	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աղուան			Albanese	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ամազոնք			Amazons	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ամեդէոս			Amedeus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ամելիա		f.	Amelia.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ամերիկա			America	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ամերիկոս			Americus (Vespucius).	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ամի		f.	Amy.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ամիդ			Amida; Diarbekir	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ամովս			Amos.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ամսդերտամ			Amsterdam	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ամփիտրիոն			Amphitryon.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Այետիոս			Etius.; Ætius.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Այիթալաս			Aïthalas.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Այրարատ			Ararat	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Անաստասիա		f.	Anastasia.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անատոլ			Anatolius.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անատոլա		f.	Anatola.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անատոլիա			Anatolia; Natolia	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Անգէ			Haggai; Aggee.; Haggai, Aggee.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անգղիա			England	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Անգոնա			Ancona	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Անդիլեան կղզիք			the Antilles	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Անդիպաս			Antipas.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անդրոմաք		f.	Andromache.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անդրոնիկոս			Andronicus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անթիմոս			Anthimus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անթուսա		f.	Anthusa.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անի			Any	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Անիկտոս			Aniotus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անկիւրիա			Ancyra; Angoora	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Անճէլա		f.	Angela.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անճէլինա		f.	Angelina.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անմեղուկ				dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աննիկ		f.	Nan; Nancy; Nanny.; Nan, Nancy, Nanny.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աննիս		f.	Annis.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անուշաւան			Anooshawan.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անսելմոս			Anselm; -o.; Anselm, -o.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անտալուսիա			Andalusia	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Անտիոպէ		f.	Antiope.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անտիոք			Antioch; Antakia	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Անտիպատրոս			Antipater.; [ny.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անտոնիա		f.	Antonia.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անտոնինա		f.	Antonia.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Անտվերպիա			Antwerp	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աշխէն		f.	Ashkhen.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աշուշայ			Ashoosha.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աշտիշատ				dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ապարան			Aparan	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ապեննինեանք			the Apennians	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ապուլիա			Apulia	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Առան			Aran.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Առնոլդոս			Arnold.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ասանէթ		f.	Asenath.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ասիա			Asia	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ասկաղոն			Aschalon	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ասկղեպիադէս			Asclepiades.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ասորեստան			Assyria	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ասորի			Syrian	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ասպահան				dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ասսիզ			Assisi	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աստապատ			Astapat	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Աստարտէ		f.	Astarte.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աստիադէս			Astiades.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աստրաբան			Astrakhan	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ասփաղտիտէս ծովակ			Asphaltites lake	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ասքանազեանք			Ashkenaz	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ատա		f.	Adah.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ատանա			Adana	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ատել		f.	Adela.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ատելայիտ		f.	Adelaide.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ատելինա		f.	Adeline.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ատիճէ			Adige	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ատլանդական			the Atlantic	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Ատոլփոս			Adolphus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ատրներսեհ			Aternarses.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ատրպատական			Atropatene; Aderbigan	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Արագոնիա			Aragon	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Արածանի			Aradzany; Euphrates	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Արարատ			Ararat	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Արբէլա			Arbela	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Արգեսիղայոս			Argesilajus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արգոլիս			Argolis	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Արգոս			Argus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արթուր			Arthur.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արիադնէ		f.	Ariadne.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արիանոսք			Arians	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Արիգա		f.	Herica.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արիոբարզան			Ariobarzanes.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արիոսեանք			Arians	dict-813.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Արիոստոյ			Ariosto.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արիստարքոս			Aristarchus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արիստոբուղոս			Aristobolus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արիստոդէմ			Aristodemus.	dict-800.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արիստոքսէն			Aristoxenes.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արծրունի			Ardzeroony.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արկադ			Arcadius.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արկադիա			Arcadia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արմաւիր			Armavir.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արմինիա		f.	Armenia.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արմորիկա			Armorica.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արշակաւան			Arshagawan.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արշամուշատ			Arsamosata.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արշարունիք			Arsharunia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արշիպեղագոս			the Archipelago.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արտազ			Ardaz.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արտաշատ			Artaxata.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արտաւազ			Artabasus.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արտաւիլ			Ardebil.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Արտափեռնէս			Artaphernes.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Արցախ			Artzakh.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աւգերեան			(ՀՀ. Մ. և Յ.) Awker, Aucher.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աւկսպուրկ, Աւգոստա			Augsburg.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աւգոստինոս			Augustinus.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աւենտին			the Aventine.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աւետիս			Avedis.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աւետիքեան			(Հ. Գ.) Awedikian.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աւլիս			Aulis.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աւկսպուրկ, Աւգոստա			Augsburg.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աւստրալիա			Australia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աւստրիա			Austria; Œstreich; Austria, Œstreich	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աւրա		f.	Aura.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Աւրեղիա		f.	Aurelia.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Ափրիկեցի			African	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աքայիա			Achaia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աքերոն			the Acheron.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աքուիլէա			Aquileia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Աֆղանիստան			Affghanistan.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բաբելոն			Babylon; Babel.; Babylon, Babel.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բաբիկ			Babig.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բագարան			Bagaran.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բագոս			Bacchus (St.).	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բագրատունի			(Հ. Ա. Կ.) Bagratoony.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բագրեւանդ			Bagrewand.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բադակոնիա			Patagonia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բազ			Bas or Basus.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բալդովինոս			Baldwin.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բալերմոյ			Palermo.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բակտրիա			Bactria.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բահլ			Balkh.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բաղէշ			Betlis.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բաղտատ			Bagdad.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բասեն			Bassen.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բասիլիդէս			Basilites.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բասրա			Bassora.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բարաղամ			Barlaam.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բարբարոսաց աշխարհ			Barbary.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բարդածան			Bardezanes.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բարթուղիմէոս			Bartholomew.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բարիզ			Paris.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բարձր Հայք			Upper Armenia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բարմա			Parma.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բարշամին			Barsamina.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բաւիա			Pavia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բեեղզեբուղ			Beelzebub.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բեթղեհէմ			Beth-lehem.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բեթսայիդա			Bethsaida.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բելգիա			Belgium.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բելիսար			Belisarius.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բեկենտ			Vincent.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բենեւէնդ			Benevento.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բեշտ			Pesth.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բեռնարդ			Bernardus, Bernard.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բերթա		f.	Bertha.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բերիա			Haleb; Aleppo.; Haleb, Aleppo.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բերուճիա			Perugia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բէգին			Pekin.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բէթէլ			Bethel.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բէթսաբէ		f.	Bathsheba.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բէովտիա			Beotia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բիաչէնցա			Piacenza.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բիբի		f.	Bibiana.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բիզա			Pisa.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բիէմոնդ			Piedmont.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բիւզանդացի			Byzantin	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բիւթանիա			Bithynia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բոնոնիա			Bologna.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բոսփորոս			the Bosphorus.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բորդուգալ				dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բորիսթենէս			the Borysthenes.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բուբուլ		f.	Bubula.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բուզանդ			Byzant.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բուլղարք			Bulgaria.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բրանդեբուրգ			Brandenburgh.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բրեդոն			Briton.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բրիարէ			Briareus.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բրիտանիա			Britain	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Բրիտաննիկոս			Britannicus.; Britannicus	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Բրուսիա			Prussia; Preussen.; Prussia, Preussen.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գաբելլեդդի			(Տէր Յ.) Cappelletti.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Գագիկ			Kakig.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Գազա			Gaza.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գազմիր			Casimir.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Գալիլիա			Galilee	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
